content,label,title,author,s_area_id
1：第一次開機速度不是一般的慢不建議關閉電視下面的開關按鈕，遙控器控制開機會快很多。沒有廣告這點很好 2:色彩方面中規中矩，柔和不傷眼睛。 3:工業設計不錯，不愧是的得過if獎的設計。55寸顯得很大氣 4:電視內資源，有點匱乏！可安裝的app並不多，希望後面系統能有更多不錯的應用，比如優酷，或者其它的主流應用 5:語音辨識做的不錯很方便，尤其對小孩和老人。 總體來說滿意這次購物，雖然中間有些小摩擦。,negative,,,
第一次網上購買電視 選了半天最後選擇了微鯨 物流相比來說 我這2天 還是半夜10點多給送的 用了幾天 才來評價 金色耐看 掛在牆上不顯大 畫質流暢 清晰 感覺說明書太簡單 下載應用還得自己優盤下載 在去安裝電視裡 這點不方便 總體來說 物有所值 不錯！值得購買！滿分！,negative,,,
電視清晰度很好，開機速度也很快，師傅安裝也挺快的，服務挺好，音效不怎麼好。可下載的軟體較少，得在電腦下載然後在電視安裝,negative,,,
電視試用了一下挺不錯的，買這個電視，就是沖著IPS螢幕買的，裝機師傅也很認真，清晰度挺高的，電視速度非常快，跟我姐家的比起來，簡直是神速，想裝其他應用也非常方便，語音辨識還可以，識別率也挺高的，但是問題是不能在其他應用裡面用嗎？其他方面，慢慢用感受,negative,,,
還可以，操作反應快，藍牙遙控器的語音辨識還挺准，應用商店裡的應用太少了，沒看出是什麼廠家的液晶板，邊框不夠薄，價格比暴風的一款55吋的要貴了近四百塊，希望是一分錢一分貨。,negative,,,
家裡的第二台微鯨電視了，第一台是交行周周刷的獎品，43寸的，放臥室在用，一直用到現在，不論是清晰度和音響效果都不錯，所以才買的這台55寸的放客廳用。就是最開始啟動的時候比較慢，當然系統期間也出現過幾次問題，黑屏了，重啟又好了，更新了最新的系統後沒有出現過什麼問題，不過希望在應用軟體裡能有更多的電視軟體，能用有點少了，最後希望微鯨越做越好。,negative,,,
"先訂了小米4已下單但沒貨就退了，剛好微鯨55D2UK搞促銷，只要兩，就下單了。第三天大件物流送貨上門，拆包裝接電測試沒問題，第四天送的掛架才由京東送來，第5天預約了安裝時間，第7填師傅上門安裝，有掛架只收安裝費壹佰。打眼，掛架，接電，聯網，連藍牙遙控器，測試，OK，完美。我的買點：1、IPS硬屏，6ms,4k高清，可外接電腦（有圖）；2、介面齊全，HDMI*2，USB3.0*2，USB無線鍵盤滑鼠測試沒問題；3、支援安裝自選APP（無線網路安裝方式+U盤安裝方式）；4、藍牙語音遙控，有點AI的感覺。5、開機無廣告，如果品牌LOGO不算的話。 不足之處：1、內容還是差了點，還好我自己安裝的騰訊視頻，買了VIP；2、外接電腦聲音有失真，例如央視影音；3、無電視直播功能，官方APP裡的電視貓解析度太低，慘不忍睹，自己安裝央視影音不能用！？？？4、啟動還是有點慢，30秒以上。 用過一周再來追評。好久每認真曬單了。不完全為了曬單得贈品。",negative,,,
原來準備買小米的後來朋友推薦買微鯨電視，618的時候搶購了一台便宜了200元，首先說下優點吧，簡單易操作，圖元高，色彩好，不卡機，還送一年的會員，比較划算。缺點，應用軟體少！,negative,,,
總體來說，還不錯。 但是中間出了些小意外，都是系統的問題。 1.安裝上樂視APP和淘寶，用自帶的遙控器沒有辦法操作。我在長虹及樂視上沒有出現過問題。 2.系統前期出現過系統崩潰的情況。提示需要重啟。沒有辦法，只能重啟。 如果第一條有解決辦法，我會及時追評，讓買了同款的買家知道怎麼使用。,negative,,,
給的分低主要是因為2點，第一，貨送到了就沒下文了，既沒有人聯繫安裝，也沒有人過問是否有問題！第二，開機廣告的時間我已經是無語了，果斷低分！！！ 待後期追評其他問題,negative,,,
價格還能降啊，希望軟體也能跟得上。安裝倒是挺容易，av線路效果一般，網路的不錯。該死的是十五秒廣告到處有，真是浪費生命！會員還沒領取，一會在手機端操作下。總體還可以。,negative,,,
來隻打算用底座的，但是怕對小孩子造成安全隱患，我們還是選擇花100元裝了個掛架。 送貨，安裝速度都挺快的！除了第一次開機花費的時間較長以外，其它的開機時間都還可以，比樂視的要好。每次開機都有廣告。特意選了2+16的，免去了買電視盒子的費用，挺好。目前用還沒有出現卡頓的現象。,negative,,,
完全是電腦小白，之前一直想買60寸，但是發現55寸的確是最有性價比的，於是就吃螃蟹買了微鯨，暫時放在新家未見面，就收貨試機一睹真容，感覺還是不錯的。聽大家說是硬屏，介面豐富方便拓展，感覺自己是買對了。但是，誰能回答我：到底有沒有廣告？為啥今天來看發現頁面上寫著內含廣告？,negative,,,
臥室一直想換一台43的，看了很多牌子，對比了很多，突然發現了微鯨這個牌子，京東評分很高，然後仔細研究了一下配置，其實也不是很懂，哈哈，反正最終還是在618選擇了微鯨。首先，京東發貨確實挺快的，但是送貨有點噁心，差評。其次，送貨不影響電視機的品質，拿到當晚就試了機子，投屏，華數，下載keep健身APP，會員看電影，都很流暢，開機速度確實有點慢只能歸結于智慧機吧。而那些杜比4k什麼的還沒那種特殊要求，平時看看電視電影已經足夠了618活動也很划算。最後希望會員可以看更多電視電影咯，機子持續好下去咯。,negative,,,
618活動買的，第二天送貨！外觀很漂亮，很薄，邊框比較窄！螢幕清晰，真4K螢幕！因為有騰訊的資源，網路內容還是很豐富的，含一年會員（但是不能看騰訊高級會員限制的視頻）！自帶藍牙遙控器，出廠時的語音辨識不是很好，升級系統後語音控制特別好用！暫時沒有掛起來，掛起來應該更好看！總體來說還是不錯的！,negative,,,
第一次接觸微鯨這個牌子，總體感覺很好，螢幕清晰度可以，做工也不錯，看電影非常棒，就是下單後第三天才收到貨，害我焦急等待了二天半，送的會員還不錯，可惜只有1年，配置方面也挺高的，希望能經久耐用！追求性價比的朋友不容錯過！,negative,,,
電視給爸爸買的，總體感覺還不錯，就是送的掛架下單說缺貨，過兩天又有了，感覺虧了一個億??，畫面感還是可以，日常看電視需求足夠，重點語音功能很方便，快進後退再也不用怕一下退過了，送的會員大部分資源都能看，但是299的會員不能看很多美劇，好像要499的才可以，不過我爸也不看，就無所謂了,negative,,,
電視很棒，超薄超大，下載的高清電影終於可以在大屏上高清欣賞了，普通家用完全OK，就是送的會員裡面的資源太少了，後面考慮再給爸媽買一台，希望國產品牌越做越好！物流小哥也很nice 贊,negative,,,
東西很不錯，但是，能否吐槽下微鯨為了省成本HDMI線也沒有，電源線過短導致我只能走明線，但是總體來講還是物有所值，好評，自己慢慢裝應用玩吧，安裝略貴，一台169，另外不管買幾台，會員只送一年。,negative,,,
"東西兩天到了，55寸感覺好大，這是我買的第4台微鯨電視了，兩台43寸（其中一台4k）,一台50寸4k，現在是55寸4k。送貨員幫搬的，還給驗貨之後才簽的名。前三台用了一年多，什麼事都沒有。體驗很好，還有我喜歡看的TVB粵語港劇，只是有點不好，每年都要充值VIP而且有點小貴",negative,,,
發貨一如既往的快，電視品質不錯，待機狀態下開機很快，不超過十秒，斷電關機狀態下開機時間稍長，但也在30秒之內，第一次開機後，配置升級系統用的時間稍長，系統升級是自動的，沒有提醒，升級時機器進不了設置應用介面，升級後第一次開機時間稍長，我還以為出了問題，待機功耗很低，可以忽略不計，開機時功耗在100W左右，客服服務態度好，有問題能及時_明解決，專門配置的三合一**線很有用，連接廣電機上盒必備，開始沒有發現，客服提醒了才知道，機器介面多一些就更好了，一些老式的設備就能一起連上去，現在需要插拔換接，有點麻煩，電視畫面清晰，會員裡的4K節目品質很好，希望以後這個續會員費能夠低一些,negative,,,
反應速度挺快，硬體設定也中規中矩，螢幕素質也符合價位水準。說點不足的邊框不是金屬邊框，圖文介紹裡面還有模糊詞句誤導我以為是金屬邊框。遙控語音辨識真心累，我普通話很標準了，語音的用處也不多很多功能語音不能操控，找資源也不全。另外提醒大家領取會員需要先把系統升級到最新才能領。後續使用再追加,negative,,,
非常不錯，第三次買了 這次介紹給同學的。起先，知名度不高 懷著忐忑的心情，結果一直好，就是掛架比較貴，年費還漲了199，現在299了。,negative,,,
非常非常好用，但是不知道送的會員在哪裡，有點鬱悶,negative,,,
國產新秀牌子，6，18拍的，說是送手環，價格也不高，抱著試試看的想法拍的，價格2998.說說優點吧：1.很大，真大，比想像中大不少，這個價格基本買不到別的牌子這麼大的。所以性價比高。2，ips硬屏就是好，可視角度大，，顏色不失真。3，底座安裝沒要錢，免費。4，系統流暢，配置高2+16G，沒卡頓，5，系統開放，軟體安裝沒限制6，usb3.0速度快，.藍牙語音遙控很好用，7，活動免費送一幅掛架，已收到。優點一堆，想到這麼多想說這些吧，缺憾：1，用網路看直播電視清晰度不夠，家裡20m移動寬頻，有時略卡。和廣電有線高清節目相比有差距，畢竟那些節目得花銀子。2.高清節目最好買騰訊會員或者其他會員，贈的會員我還沒來得及兌換。(感覺現在買電視像買汽車後期要想享受還得花錢)3，作為微鯨這款55最便宜的電視雖是硬屏但是國產京東方產的，品質不知道咋樣，去年好像LG的，又是節約成本的地方。所以既然是初級入門產品，對畫質要求高的還是建議選中高端拳頭產品型號。第一次碼字這麼多，累啊夠50字了吧？,negative,,,
很垃圾，買了兩台電視，帳號不能通用，如果送的會員到期，到時候還要買兩個會員，一個會員只能用一台電視。我靠。螢幕偏暗。後悔中。。。。,negative,,,
畫面很滿意，就是**員區有的電影看不起，還有的只有5分鐘，鬱悶。,negative,,,
今天剛收到電視，感覺還可以，電視夠大，色彩還行，音質也好，就是只送一年會員，感覺時間短了些。藍牙遙控器還沒送。試用中，彎屏漏光暫時還沒發現!,negative,,,
目前一切正常，音響音質不行有待改進，塑膠邊框有點遺憾。系統流暢，畫質還行，智慧系統組態高。騰訊視頻還分鑽石會員，這有點坑爹。這個價位，按目前的表現，建議購買。,negative,,,
去年雙11買了一台微鯨43吋的，使用下來感覺不錯，所以這次6月1日活動有買了一台55吋的，到貨後看著外觀大氣，開機畫面靚麗，畫面色彩平均，沒有明顯的偏色，四周漏光控制的不錯，雖然在註冊會員上有點問題，但經過客服耐心處理。已解決，總體滿意。,negative,,,
色彩飽滿，畫面流暢，外觀高大上，這已經是家裡第三台微鯨，還幫表哥買了一台。絕對忠實微鯨粉。多台微鯨電視可以用同一帳號登陸，但是送的會員是綁定的形式，在微鯨電視上領取的會員僅支持在本機使用，而不能在原來的會員時間上延長。不知道另外購買的會員咋樣，如果也是這樣，家裡有多台微鯨的就有點不划算了。,negative,,,
是jia貨！！！ 是jia貨！！！ 太坑了，大家不要買。電視看不了VIP片源，領不了會員，打微鯨售後電話，報產品序號，客服說沒有比序號，是jia貨！！！ jia說是敏感字眼不讓評論，！！！,negative,,,
我以前買了一台樂視的電視，但是呢，後面還是想有一個多的選擇，選擇了這個微鯨啊，還有選擇了pptv，然後還選擇了這個創維一些國產的品牌，但是仔細參考參數之後還是做出了一個大膽的選擇，選擇的微鯨，使用了，之後的感覺非常的不錯，老婆也非常的喜歡，感覺比那個樂視的話還是有一定的優勢。可惜的話就是會員不夠多，然後的話價格稍微貴了一點，現在可能那個平板液晶平板這一塊也漲價了，所以說這個也情有可原。喜歡的可以大膽下手了，不會失望的，至少比創維，海信要好多了性價比更高！,negative,,,
想不到今天下午就到貨了，驚歎京東的送貨快速。開機測試竟然碰到了問題，原來送貨員沒有搞清楚開關，按錯了後面的原型按鈕，真是醉了，差點就退貨了，好在最後有驚無險。電視目前看來還是蠻驚豔的，速度非常快，就是喇叭好像一般，這款難道沒有HiFi和杜比嗎？會員申請需要電視系統更新後才能申請，希望後期買家可以借鑒。,negative,,,
效果不錯 中途有有些操作問題 客戶都遠端操作了 目前會員還沒有搞定,negative,,,
最差勁的一次購物，半顆星都不想給，電視無法領取會員客服都無法解決，讓打技術支援電話，打電話給技術支援，態度不錯，告訴我也沒辦法解決，要下班了，第二天再找相關人員解決。電話過程中，旁邊其他客服聊天聲音特別大。 特別是京東回復客服，完全沒有替客戶解決問題的態度，微鯨客服嚴重需要培訓啊。太失望了，本來抱很大希望的。這台機器肯定是退貨後從新包裝了又直接發過來的。帳號已經被領取過了。,negative,,,
1：第一次開機速度不是一般的慢不建議關閉電視下面的開關按鈕，遙控器控制開機會快很多。沒有廣告這點很好 2:色彩方面中規中矩，柔和不傷眼睛。 3:工業設計不錯，不愧是的得過if獎的設計。55寸顯得很大氣 4:電視內資源，有點匱乏！可安裝的app並不多，希望後面系統能有更多不錯的應用，比如優酷，或者其它的主流應用 5:語音辨識做的不錯很方便，尤其對小孩和老人。 總體來說滿意這次購物，雖然中間有些小摩擦。,negative,,,
6.18晚上下單的 6.20送到 物流還算快 沒有什麼太多對比 用過樂視的電視 可能視頻資源上稍微遜色樂視 但是在其他方面確實比樂視強 開機沒有廣告 前幾次開機更新會慢一些 之後每次開機就越來越快了 支援協力廠商軟體很棒 基本上滿足了 電影 直播 電視 所有的需求 再加上我本身玩遊戲 感覺螢幕色彩還可以 可能稍微偏暗 在比較黑的時候表現一般 但是總體來說 性價比高 值得買 另外 語音遙控器識別度還可以,negative,,,
61買的，二號就到了，發貨速度很快，外觀5分，第一次啟動後會升級，後面二次開機都會很慢，系統速度還行，不是特別快，吐槽下，有二個節目源是某直播平臺的電影連播，4k的節目不多，就這麼多，後續再補充。,negative,,,
不錯，好用好看好聽！但資源少了一點，希望豐富資源，尤其是教育類的。,negative,,,
不錯不錯，挺好的，很大，色彩還可以，這價位算是好的，缺點是畫面不夠流暢，部分片源這樣，介面齊全，外觀也好，邊框不是金屬，做工看起來一般，能接受。背光均勻，漏光不明顯。,negative,,,
第一次買微鯨的電視，買之前一直在網上比較小米4A和這款43D，可以說各有優劣吧。最終打動我的還是微鯨的設計，在這個價位上比小米稍顯高級感。可能節目資源沒有小米豐富，但是下載個電視貓app一樣可以看更多。最後，在2000以下的價位，我推薦這款，特別是京東有活動下手在便宜700基礎上我還有便宜了200，哈哈，賺啦！,negative,,,
第一年輕人第一台電視機，價格可以，螢幕也不錯，資源粗略看也還行，有部分4K資源，其餘基本都有藍光畫質可以選。不過美劇怎麼找不到權力的遊戲呢？希望7月新一季出的時候能有。語音試了一下還可以，常用的比如說看電影之類，反應還是不錯。,negative,,,
電視非常不錯，非常優惠的價位能購買到55寸的曲面屏大電視真心划算啊，系統用起來非常流暢不卡頓整體看起來是很驚豔的，就是整體有點厚，但這個無所謂，電視嘛，就是放在家裡，又不是拿在手上，這個不是痛點，電視可以用一年的會員，可以看很多的高清大片，電視直接看不了直播電視，得下載個軟體，名叫電視家，下載後可以看，不謝，其他都還好，整體很完美。,negative,,,
電視感覺還是不錯的，4k效果沒有體驗，畢竟沒有視頻源。但是感覺正常使用可以，作為互聯網品牌，從各方面來說信價比是蠻高的，語音辨識的速度也是可以的，比較其他品牌，沒有啥附加的品牌效應，但是電視總體是不錯的，連續播放3個小時，散熱各方面做的不錯，沒注意功耗問題，其他待體驗，期待！,negative,,,
電視很大，很清晰，看4k的片源很贊很棒很滿意。系統反應也很快，開機沒有廣告。除了底部包邊有點瑕疵和自帶的視頻直播不清楚，其它的都很滿意。直播電視臺，自己用了電信的悅米盒子，很清楚，看近期使用狀況如何，再繼續追評,negative,,,
電視顏值不錯，本來是想買小米4 49的，但是看了fview的電視選購後，果斷放棄了這個想法，在樂視和微鯨選擇，樂視有點小貴，43寸就3000多了，微鯨這個性價比最高，2689到手，但是618搶購2589，我不知你這個618前小促是啥意思。測試了平時看的視頻和電影，效果滿意，還試了幾個4k測試視頻，都可以流暢播放，唯一不能播放的是少女時代的120幀視頻，但這個水準我相當滿意了，要知道我那高配遊戲本看這幾個視頻都有卡的不行，音響很不錯，我都不敢開到一半，怕吵到鄰居！只等放假配ps4 pro了！,negative,,,
電視品質還算可以，對得起價錢，畢竟55寸才三千多。播放資源豐富，可惜電影沒有粵語的。,negative,,,
反應速度挺快，硬體設定也中規中矩，螢幕素質也符合價位水準。說點不足的邊框不是金屬邊框，圖文介紹裡面還有模糊詞句誤導我以為是金屬邊框。遙控語音辨識真心累，我普通話很標準了，語音的用處也不多很多功能語音不能操控，找資源也不全。另外提醒大家領取會員需要先把系統升級到最新才能領。後續使用再追加,negative,,,
和第一台K系列的比在系統那裡無法設置呼吸燈，也無法查詢電視硬體設置。至於HDR我以為有設置的，找半天應該主動開啟的，沒有看球賽和過多電影，效果晚一點追評。重要的是簽收沒有碎屏，通電沒啥問題。,negative,,,
畫面很滿意，就是**員區有的電影看不起，還有的只有5分鐘，鬱悶。,negative,,,
畫質好，但視頻資源不多。。。。,negative,,,
開機無廣告 55真的挺大了 螢幕外觀無壞點 無磕碰 贈送一年會員 聲音效果不錯 最大聲也沒爆音 色彩方面因人而異 個人覺得不是三星那種豔麗 很普通挺討好眼睛 不會膩 資源方面一般 線上電影加勒比海盜5看不了 老一點的大片也都看不了,negative,,,
開始準備選擇小米的，後來朋友介紹微鯨很不錯，自己也看了知乎貼吧的一些評論和測評，然後就選擇了微鯨。到貨後比我想像中大了好多，也很薄，顯示效果相當給力，送的掛架也不錯，安裝師傅還沒到，投屏很給力，手機看片投到電視很震撼好給力，你懂的。最關鍵有一年只換不修，還有誰。送的會員也不錯，資源很多，語音辨識很快，識別模型有待優化，有些資源明明有但沒搜索到，後臺系統標籤不夠細，加油,negative,,,
沒想到有這麼大 我出租屋兩米四客廳玩遊戲簡直太爽 一開始擔心開機慢 但是用了才知道沒傳說那麼慢 30秒以內吧 畢竟智慧電視 應該是rgb 挺清楚的 送的會員嘛可以看的電影不多感覺 hdr不支持ps4可惜了 總體不錯這個價格,negative,,,
朋友家裡用的感覺不錯，也在網上做了調查研究後決定買的這款。用了幾天感覺很好，畫面很清晰，聲音也可以，如果追求高品質音效，那得配個音箱，普通需求足夠。片源一般般，主要連電腦的所以也不是很在意。唯一個小毛病，電源線只能接插線板，接我家的固定插板都不通電，正在和客服聯繫,negative,,,
是jia貨！！！ 是jia貨！！！ 太坑了，大家不要買。電視看不了VIP片源，領不了會員，打微鯨售後電話，報產品序號，客服說沒有比序號，是jia貨！！！ jia說是敏感字眼不讓評論，！！！,negative,,,
首先不得不說這是一次糟糕的購物經歷，電視到手後外觀沒什麼問題，開機比較慢、大多片源都需要VIP許可權這可能是目前智慧電視的普遍特點。那麼問題來了，進入VIP領取，顯示裝置碼有問題，打電話給客服，共計43'27''這貨就沒說出個所以然。不承認有問題，說到關鍵問題就不吱聲。要是品質一般我忍了，客服就不能雇個懂點常識的嗎！總之我是不會再選微鯨的任何產品了。很認真的寫這段評論就是能給大家一個參考。因為售後可能會比產品更重要。,negative,,,
外觀很不錯，開機速度快，重要的是沒有廣告了！ 面板還過得去 資源有待體驗 樂視可以下崗了,negative,,,
物流速度快，品質也不錯啊，開機沒有廣告，性價比很高。視頻內容豐富，體育資源有些缺乏。整體體驗不錯，尺寸確實有點大，還沒有用，過段時間再評論。,negative,,,
"先訂了小米4已下單但沒貨就退了，剛好微鯨55D2UK搞促銷，只要兩，就下單了。第三天大件物流送貨上門，拆包裝接電測試沒問題，第四天送的掛架才由京東送來，第5天預約了安裝時間，第7填師傅上門安裝，有掛架只收安裝費壹佰。打眼，掛架，接電，聯網，連藍牙遙控器，測試，OK，完美。我的買點：1、IPS硬屏，6ms,4k高清，可外接電腦（有圖）；2、介面齊全，HDMI*2，USB3.0*2，USB無線鍵盤滑鼠測試沒問題；3、支援安裝自選APP（無線網路安裝方式+U盤安裝方式）；4、藍牙語音遙控，有點AI的感覺。5、開機無廣告，如果品牌LOGO不算的話。 不足之處：1、內容還是差了點，還好我自己安裝的騰訊視頻，買了VIP；2、外接電腦聲音有失真，例如央視影音；3、無電視直播功能，官方APP裡的電視貓解析度太低，慘不忍睹，自己安裝央視影音不能用！？？？4、啟動還是有點慢，30秒以上。 用過一周再來追評。好久每認真曬單了。不完全為了曬單得贈品。",negative,,,
先提醒一點，電視外接音響要買的人仔細研究下。 正文，昨晚下單，今天就收到了。速度真是沒得說。 拿到了，外觀什麼的非常好。 趁著師傅沒走趕快開機試一下，開機非常快，畫面也很好，不過因為我對色彩不敏感，覺得各個廠家差不多的感覺，但是畫面非常流暢，不卡頓。這點我非常在乎。不過自帶的影院啊之類的，大部分都要求vip，我沒有，所以看不到4k效果，但是應該可以。 自帶音響，中規中矩吧，好像沒有別人說的好。而且，到現在沒連接上我的漫步者，這個非常不滿意，因為看到網上說好像普通3.5mm的連不上或者連上了聲音小。希望廠家接下來開發的電視有改進。不知道我要不要換個音響。其他的用用再說。 放在地上的是跟我混了兩年的tcl，天氣受潮，修了一次，下崗了。 最後，我也覺得底座不算太穩，湊合著用。,negative,,,
遙控器不好用 2米距離有時候不靈敏 用衛星電視看電視的時候只有一個喇叭有聲音 電視自帶系統電影許可權太少,negative,,,
一般般，沒啥大片，還不如選小米,negative,,,
一直在關注微鯨電視，直到京東618搞活動就開始下單，平時上班忙，在雷鳥和微鯨裡選了微鯨，主要是考慮微鯨的螢幕IPS的感覺要好一點，京東送貨師傅真師傅直接一個人背著電視就上樓了，辛苦了！電視到客廳就打開驗貨，品質沒有問題。全黑背景下有些微漏光不過平時完全感覺不到，電視很大IPS的屏色彩真的不錯，唯一缺點可能是沒有運動補償吧不過還好了，這價格，音響效果還行不過低音不是特別足，自己外接音響搞定，還沒買電視櫃之前的茶几太小了直接用電視箱子當墊的架子哈哈。 節目蠻多的大多是騰訊源（然而不是全部的騰訊源都有），語音控制很好用雖然只能用於電視自己的系統（協力廠商APP不支援語音，比如B站搜東西比較麻煩） 我買的是微鯨 （WHALEY）55D2UK 55英寸 4K超高清 超薄 2G+16G 人工智慧語音互聯網LED液晶平板電視機（金色） 總之非常好評，這價格很實惠了,negative,,,
一直在很多電視機之間選擇，最後還是選擇了微鯨，畢竟硬體上的差距還是拉開同檔次的競品不少，前面就知道這個牌子當時的價格比現在還便宜。。。沒想到這個還能漲價的，不過也好，保值。希望不要漏光。硬體肯定沒得說。就希望網路能好一點。資源豐富一點。售後穩一點。,negative,,,
窄邊框，簡單漂亮，色彩寬容度都蠻不錯的，送一年會員，內容蠻新的，不過4k片源不是很好，總的來說性價比高，雖然不是最優價時入的，不過也算蠻划算了，等下了4k片源再看看4k效果。,negative,,,
之前買了部海爾55的4k電視電視，系統太卡了，果斷退貨，對比了小米樂視，同價位，性價比最高的是微鯨，最主要的是小米的電視介面在後面，掛在牆上太不方便，於是618活動果斷入手微鯨，用了幾天才來評價曬圖，速度快，畫面不錯，ips硬屏感覺不夠硬，按螢幕還是有水紋，最大缺點就是資源不多，有些搜出來，看不了，老提示看不了，希望能改善,negative,,,
第一次買微鯨電視，整體感覺電視不錯性價比高，但是有一點感覺有點霸王條款，系統自動更新，不能進行選擇是否升級！整體滿意！我家客廳有點小，剛裝上看一會兒還有點暈可能太清晰了。再就是京東的配貨速度相當6！給??????！,negative,,,
很好，非常不錯的電視。完美屏，除了介面不能把自己下的應用放到最上面。建議改進系統。,negative,,,
開始準備選擇小米的，後來朋友介紹微鯨很不錯，自己也看了知乎貼吧的一些評論和測評，然後就選擇了微鯨。到貨後比我想像中大了好多，也很薄，顯示效果相當給力，送的掛架也不錯，安裝師傅還沒到，投屏很給力，手機看片投到電視很震撼好給力，你懂的。最關鍵有一年只換不修，還有誰。送的會員也不錯，資源很多，語音辨識很快，識別模型有待優化，有些資源明明有但沒搜索到，後臺系統標籤不夠細，加油,negative,,,
50寸也沒有很大 顏色偏黃 音效很差 之前買的55寸特別好 感覺微鯨開始不走心了,negative,,,
搬新家準備買電視好久了，度娘上查JD上比國產幾個知名品牌和大法夏普低端系列之間比對_曲面還是普通直面幾度選擇崩潰！好吧互聯網新貴電視裡選一下：小米、樂視又要選擇苦難症了！前幾天老婆說她同事買了微鯨電視聽說不錯！微鯨？什麼gui？沒聽過！開始度娘瞭解又去各論壇看評測好吧就這麼訂了不為別的就是相信產品應該不會讓我失望！清空之前放在購物車的其它品牌型號！就它了！送貨過程中由於自己家裡臨時有事有點兒小曲折，感謝平臺的及時處理。今天順利到貨！送貨小哥非常熱情協助開箱檢查！完美！太完美！想告訴準備入手的朋友：非常超值！夠大夠薄夠清晰！,negative,,,
電視到貨是自己安裝的，裝好了效果不錯不比合資的要差，一開始家裡人認為微鯨就是個雜牌電視，但實際用下來感覺還是不錯的，有很多人性化上的設計，也希望國產自主品牌能越做越好,negative,,,
非常不錯，第三次買了 這次介紹給同學的。起先，知名度不高 懷著忐忑的心情，結果一直好，就是掛架比較貴，年費還漲了199，現在299了。,negative,,,
新電視拆開就開不了機，本來是想退 無奈牆上的掛架已經打洞安好了，只能申請換，現在還沒接到換貨的電話 還是選大牌子吧,negative,,,
以前沒聽說過微鯨這個牌子，最近打算買電視才開始瞭解電視品牌，有互聯網品牌也有老品牌，之前一直想買小米但是小米品控不是很好，電視手機漏光層出不窮，還有開關機廣告因此放棄，經過半個月對比正好微鯨降價2998果斷下手，配送師傅次日晌午來送的，服務態度很是不錯，還幫我們安裝調試好才走的，給師傅點贊，電視也格外清楚，語音辨識也不錯，其他功能等到時候追評，遙控器感覺有點迷你，電視說明書也好簡潔，總體來說不錯，相信京東,negative,,,
大氣，上檔次，性價比超高，簡直就是一次夢幻般購物之旅，對京東再次大幅度加分，。當然了圖片大家也都看見了，我的電視櫃原先是放25吋的，現在放了這個大傢伙哦，謔，謔，我的電視櫃怎麼變得這麼小了泥？？！真的是剛剛能放下，真的，電視掛架還沒到，很奇怪為什麼不一起送。來了之後，掛上之後應該更加給力。然後捏，電視本身更是沒的說，完全符合我的預期，溢美之詞不再贅述，。千言萬語匯做一句，微鯨，給力VABLE！！！！,negative,,,
第一次嘗試微鯨電視，原來的電視壞了，本來想買樂視的，一直沒買，幸好一直下不定決心，偶爾在一出電視劇裡看到這款電視，感覺挺方便的，上京東看，剛好618特價，馬上就預約購買了，本來是14號送貨，13號就送了，雖然快遞小哥態度有點差，但不影響產品品質，之前看過好多評論，真可謂好評如潮！回來自己安裝試了一下效果，真心不錯，自己在調試的客服人員一直在耐心回答我的各種問題，在此真心感謝！語音辨識遙控很好玩，小屁孩拿到樂壞了！整體來說性價比超高！可以連Wi-Fi，真真的高科技產品！以後再也不用搬著手機追電視劇了,negative,,,
電視還可以，速度挺快的，但是開機用的時間久了就會卡，無線投屏反應慢。這可能是安卓的通病吧，家裡那台投影儀也是這樣。還有，電視可視角度不錯，之前有人說45度發白，嚇得我差點沒買，估計他的是品質問題。第一次開機更新一下系統到最新版本，以後開機就快了，大概幾十秒，沒什麼好在意的。唯一想給差評的地方竟然是京東的物流服務，下單後，不知道是需要先預約才能發貨，結果沒接到預約客服電話，他們就給我推遲兩天發，後來我主動聯繫客服要求不能推遲發，竟然沒一個客服能給我解決問題，都是敷衍我。能找的都找了，花了兩天時間給客服解釋，打了很多電話也沒用，真是有種投訴無門的感覺。就因為沒接到你們的電話，就活該推遲兩天嗎？你們的物流怎麼那麼死板？本來是要給五星的，說著說著來氣了，果斷1星。本來打算買來後好不好都退的，來解解氣。結果還是沒退，因為電視本身確實還滿意，就是憋著氣很不爽。,negative,,,
電視沒什麼問題，就是不能和掛架同一天到，且物流方面有點慢，早上打電話問送貨師傅他說下午送，結果下午問他說還有8個地方的單子才到我，結果等到快晚上十點才到我家，然後送貨師傅只有一個，家裡沒電梯而且是9樓，開始師傅不太願意搬上去的，然後說服了他才搬上去，到家後也不等我開箱驗貨就趕著走了。,negative,,,
電視送來還沒安裝，價格還是比較合理的，唯一要吐槽的是贈送的支架只能送到電視的收貨位址，由於是剛裝修好，平時不會過去，所以還要特地跑一趟拿支架。其實既然贈送了可以服務更完善一點，不一定要同一個位址，或者讓安裝的師傅直接帶過來，只不過後臺系統處理事情多一點，這個也是服務。,negative,,,
東西可以，配送物流對接不好。需望改進。,negative,,,
好好好非常好 物流超級快18號零點買當天下午就到 就是配送員速度真的太慢了約好了19號下午2_3點過來等到快6點 不要壁掛真的推薦自己安裝很容易的總之很滿意的一次購物,negative,,,
快遞員態度不好,negative,,,
